t,steering_angle,speed
36.811,0.03533989563584328,3.8141205310821533
36.845,0.03533989563584328,3.8141205310821533
36.878,0.03533989563584328,3.8141205310821533
36.911,0.03533989563584328,3.8141205310821533
36.945,0.03533989563584328,3.8141205310821533
36.978,0.03533989563584328,3.8141205310821533
37.011,0.03533989563584328,3.8141205310821533
37.045,0.03533989563584328,3.8141205310821533
37.078,0.03533989563584328,3.8141205310821533
37.111,0.03533989563584328,3.8141205310821533
37.145,0.03533989563584328,3.8141205310821533
37.178,0.03533989563584328,3.8141205310821533
37.211,0.03533989563584328,3.8141205310821533
37.245,0.03533989563584328,3.8141205310821533
37.278,0.03533989563584328,3.8141205310821533
37.311,0.03533989563584328,3.8141205310821533
37.345,0.03533989563584328,3.8141205310821533
37.378,0.03533989563584328,3.8141205310821533
37.411,0.03533989563584328,3.8141205310821533
37.445,0.03533989563584328,3.8141205310821533
37.478,0.03533989563584328,3.8141205310821533
37.511,0.03533989563584328,3.8141205310821533
37.545,0.03533989563584328,3.8141205310821533
37.578,0.03533989563584328,3.8141205310821533
37.611,0.03533989563584328,3.8141205310821533
37.645,0.03533989563584328,3.8141205310821533
37.678,0.03533989563584328,3.8141205310821533
37.711,0.03533989563584328,3.8141205310821533
37.745,0.03533989563584328,3.8141205310821533
37.778,0.03533989563584328,3.8141205310821533
37.811,0.03533989563584328,3.8141205310821533
37.845,0.03533989563584328,3.8141205310821533
37.878,0.03533989563584328,3.8141205310821533
37.911,0.03533989563584328,3.8141205310821533
37.945,0.03533989563584328,3.8141205310821533
37.978,0.03533989563584328,3.8141205310821533
38.011,0.03533989563584328,3.8141205310821533
38.045,0.03533989563584328,3.8141205310821533
38.078,0.03533989563584328,3.8141205310821533
38.111,0.03533989563584328,3.8141205310821533
38.145,0.03533989563584328,3.8141205310821533
38.178,0.03533989563584328,3.8141205310821533
38.211,0.03533989563584328,3.8141205310821533
38.245,0.03533989563584328,3.8141205310821533
